,tune,dataset
871,108_out_on_the_ocean,train
872,10900_hanter_dro,train
873,10901_john_j_kimmels,train
874,10902_scottisch_a_catinaux,validation
875,10904_the_magic_potion,train
876,10905_mairtin_byrnes,test
877,10906_cashmans_favourite,validation
878,10907_wabazi_heaven,train
879,10908_calum_ross,test
880,10909_svens,train
881,1090_cahirs_kitchen,train
882,10910_gaffos_ball,train
883,10911_the_abdelazer_rondeau,train
884,10912_bull_moose,train
885,10913_the_killavil_bucks,train
886,10914_operation_knoydart,train
887,10915_upside_down_in_eden_court,train
888,10916_the_road_to_ness,test
889,10917_mary,train
890,10918_drumfinn_snow,train
891,10919_clarinet,train
892,1091_the_moving_cloud,test
893,10920_the_bonnie_lass_o_bon_accord,train
894,10921_the_bugle,train
895,10922_cotters_men,train
896,10923_tucandeira_dance,train
897,10924_schottische_du_stockfish,train
898,10925_schottische_du_stockfish,validation
899,10926_malin_head,train
900,10927_a_chur_nan_gobhar_s_a_chreig,validation
901,10928_personent_hodie,train
902,1092_angus,train
903,10930_bogles_majority,validation
904,10931_the_wrens_death,validation
905,10932_the_grey_corries,train
906,10934_ceiliuradh_don_oige,train
907,10935_indian_point,test
908,10936_mcgreevys,train
909,10937_major_campbell_graham_mbe,test
910,10938_frankies,train
911,10939_ian_powries_compliments_to_sir_thomas_wardle,train
912,1093_lexie_macaskill,train
913,10940_the_volunteers,train
914,10941_adrians_delight,train
915,10942_doom,train
916,10943_the_bonnie_lass_o_fyvie,train
917,10944_sliabh_an_oir,train
918,10945_quails_lament,test
919,10946_sean_flanagans,train
920,10947_the_road_together,train
921,10948_the_cats_dance,validation
922,1094_corn_riggs,train
923,10950_drunken_jenny,train
924,10952_its_a_braw_bricht_moonlicht_nicht,train
925,10953_the_silver,train
926,10954_muile_nam_mr-bheann,train
927,10956_ocarolans_ramble_to_cashel,train
928,10957_lament_of_the_first_generation,train
929,10958_alex_howells_silver_fox,train
930,10959_master_of_the_box,test
931,1095_beef_to_the_heel,train
932,10960_the_straw_seat,train
933,10963_a_day_in_sligo,validation
934,10964_john_mackenzies_fancy,train
935,10965_gormans,train
936,10966_black_dog,train
937,10967_paddy_burkes,train
938,10968_a_laxity_of_morals,train
939,1096_mueira_de_casu,validation
940,10971_tom_clancys,train
941,10972_the_duchess,train
942,10973_molly_picking_on_the_shore,train
943,10974_johnny_i_hardly_knew_ya,validation
944,10975_dance_of_the_mermaid,test
945,10976_lonely_tulip,validation
946,10977_kiss_my_love_and_her_apron_on,train
947,10978_delting_bridal_march,train
948,10979_the_arm_in_the_cow,train
949,1097_the_sailors,train
950,10980_vidarvalsen,train
951,10981_hommage_a_andre_alain,validation
952,10982_alonby_lasses,train
953,10983_gan_ainm,train
954,10984_sophies_lullaby,train
955,10985_lake_banook,train
956,10986_the_red_haired_mans_wife,validation
957,10987_ally_bally,train
958,10988_the_lads_of_mull,train
959,10989_basque,train
960,1098_the_haunted_house,train
961,10990_nearby_long_ago,validation
962,10991_the_king,validation
963,10992_the_princes_welcome_to_inverness,train
964,10993_port_an_amadin,train
965,10994_stijn_van_beeks,train
966,10995_carmelas,train
967,10996_durangs,test
968,10997_dun_do_shuil,validation
969,10999_249_to_wigton,train
970,1099_the_joys_of_wedlock,train
971,109_the_tenpenny_bit,train
972,10_the_butterfly,train
973,11000_kevin_mccanns,validation
974,11001_gambier_island,train
975,11002_the_road_to_ruin,test
976,11003_canyon_moonrise,validation
977,11004_bundle_and_go,train
978,11005_the_hag_by_the_fire,train
979,11007_kevin_ryans,train
980,11009_domhnaill_mor_na_ceapaich,train
981,1100_tommy_peoples,train
982,11010_miss_catherine_jane_sprees,train
983,11011_joe_whelans,train
984,11012_wexford,train
985,11014_sneachta,train
986,11015_matt_cranitchs_blackwater,test
987,11016_teds_polska,train
988,11017_pipe_major_jimmy_pryde,train
989,11018_highway_to_limerick,test
990,11019_cloud_nine,validation
991,1101_the_sound_of_sleat,train
992,11020_skipping_lambs,test
993,11021_the_melted_kettle,train
994,11022_le_reel_a_repondre,train
995,11023_magaloufou,validation
996,11025_hair_of_the_dog,validation
997,11026_snow_day,validation
998,11027_chicken_and_spuds,train
999,11028_march_of_the_one-legged_dog,train
1000,11029_kathleens,train
1001,1102_jacksons_fancy,test
1002,11030_the_walrus,train
1003,11031_lasses_of_dunse,train
1004,11032_rosss,train
1005,11033_brackens,test
1006,11034_wild_goose_chase,train
1007,11035_old_lord_gordons,train
1008,11037_courtneys_favourite,train
1009,11039_mccartys,validation
1010,1103_the_blackberry_quadrille,train
1011,11040_trip_to_the_woodlands,train
1012,11042_kevin_rileys_welcome_to_starfleet,train
1013,11043_the_dog_ate_the_bird,train
1014,11044_clann_mhairtainn,train
1015,11047_the_wren,train
1016,11048_mysterious_images,train
1017,11049_january_snows,test
1018,1104_the_blackbird,test
1019,11050_tonn_cliodhna,validation
1020,11051_dancing_at_lughnasa,train
1021,11052_under_the_bridge,validation
1022,11053_sullivans_john,train
1023,11054_baxaben_cuatro_alleranos,validation
1024,11055_ben_williams_of_tiree,train
1025,11056_djarven,validation
1026,11057_a_trip_to_inishturk,test
1027,11058_henri_the_lobster,train
1028,11059_gan_ainm,validation
1029,1105_the_phoenix,train
1030,11060_an_seancha_muimhneach,test
1031,11061_walshs_favourite,train
1032,11063_miss_ramseys_highland,test
1033,11064_the_plonker,train
1034,11065_michaels,train
1035,11067_the_barking_owl,validation
1036,11068_orotava,train
1037,11069_buttercups_and_daisies,train
1038,1106_the_steamboat,train
1039,11070_dandy_brush,train
1040,11071_danish_contra,train
1041,11073_the_maid_of_templemore,train
1042,11074_the_goats_horns,train
1043,11075_in_the_toyshop,train
1044,11076_frank_hills,validation
1045,11077_mickeys_son_and_daughter,train
1046,11078_witchmans_thistle,train
1047,11079_waterloo,train
1048,1107_the_ace_and_deuce_of_pipering,train
1049,11080_sail_away_ladies,train
1050,11081_freemount_bypass,train
1051,11082_oogly_googly,train
1052,11083_the_sand_pit,test
1053,11085_tommy_peoples_quarter_tone,train
1054,11086_aggies_cauldron,test
1055,11087_swagger,validation
1056,11088_the_dashing_young_aviator,train
1057,1108_khazi,train
1058,11090_billy_ballantines,train
1059,11091_return_from_helsinki,test
1060,11092_the_new_brig_of_glasgow,train
1061,11093_feabhra,train
1062,11094_the_green_mossy_banks_of_the_lea,test
1063,11095_eist_do_bheal_a_pheadar,test
1064,11096_liten_karen,test
1065,11098_the_greenwood_tree,validation
1066,11099_mwynen_cynwyd,validation
1067,1109_daniel_of_the_sun,train
1068,110_the_toormore,train
1069,11101_woodland_revels,test
1070,11102_a_sore_point,test
1071,11107_the_road_to_nowhere,train
1072,11108_the_full_pantry,train
1073,11109_flog_the_tory,train
1074,1110_the_muckin_o_geordies_byre,train
1075,11110_horse_fly,validation
1076,11111_the_mowing_machine,train
1077,11112_billys,train
1078,11113_frste_august,train
1079,11114_tom_dohertys,train
1080,11115_kennington,train
1081,11117_retour_des_hirondelles,test
1082,11118_the_sparrow,train
1083,11119_colins_dirk,validation
1084,1111_the_bedrock,validation
1085,11121_the_continental,test
1086,11122_viviennes,train
1087,11123_miss_crawfords,test
1088,11124_johnny_unas_braes,train
1089,11125_river_skimmer,validation
1090,11126_norwegian,train
1091,11127_baloo_lammy,validation
1092,11128_major_moir_of_villeveque,test
1093,11129_dainty_davey,train
1094,1112_the_ivy_leaf,test
1095,11130_plenty_of_hornpipe,train
1096,11131_bride_foster_mother_of_jesus,validation
1097,11133_breith_chriosd,test
1098,11134_the_three_peaks_of_south_uist,train
1099,11136_see_the_bodachan,train
1100,11137_frisco,validation
1101,11138_marys_joys_and_sorrows,train
1102,11139_the_martin_house,train
1103,1113_tralee_gaol,train
1104,11140_the_fowler_on_the_moor,validation
1105,11141_taladh_chriosda,train
1106,11142_the_immigrants,train
1107,11143_the_maid_that_sold_her_barley,train
1108,11144_bobby_dazzler,train
1109,11145_the_rectory,test
1110,11146_william_wallace,train
1111,11147_the_merchants_daughter,train
1112,11148_baboro,train
1113,11149_drimacoo,train
1114,1114_king_george_iv,train
1115,11150_ryestraw,train
1116,11151_puddleglums_misery,train
1117,11152_felix_the_wrestler,train
1118,11153_tune_for_dad,validation
1119,11154_aughnahoo,train
1120,11155_stamps_landing,train
1121,11156_difyrrwch_gwyr_mawddwy,train
1122,11157_eschers_staircase,train
1123,11158_hop_skip_and_jump,train
1124,11159_carolinkas_birthday,test
1125,1115_firemans,validation
1126,11160_incandescent,train
1127,11161_tom_bawcocks_eve,train
1128,11162_bride_of_the_wind,train
1129,11163_allie_bennetts,train
1130,11164_grainnes_grace,train
1131,11165_gan_ainm,train
1132,11167_monymusk,test
1133,11168_steel_city,validation
1134,11169_matt_dalys,test
1135,1116_the_lady_of_the_house,test
1136,11172_the_common_ground,test
1137,11173_hachi,train
1138,11174_med_ludvig_i_sekken,validation
1139,11175_the_toss_pot,train
1140,11176_paddys_return_from_glasgow,train
1141,11177_alloa_house,train
1142,11178_the_gulf_of_mexico,train
1143,11179_west_fork_gals,test
1144,1117_spanish_lady,train
1145,11180_the_scartaglen,train
1146,11181_sonjas_kitchen,validation
1147,11183_the_baker_from_foz,test
1148,11184_william_southern_clarkes,train
1149,11185_the_water,train
1150,11187_the_four_masters,validation
1151,11188_jock_ohazeldean,test
1152,11189_tom_mcelvogues,train
1153,1118_the_high_road_to_linton,train
1154,11190_the_dram_shell,train
1155,11191_garry_porch_of_avernish,train
1156,11192_martin_connollys,test
1157,11193_ice_on_the_water,train
1158,11194_rowing_from_isla_to_uist,train
1159,11195_why_fight_it,train
1160,11196_nuala_kennedys,test
1161,11197_the_monday_morning,train
1162,11198_jock_tamsons,validation
1163,11199_babbity_bowster,train
1164,1119_the_bloom_of_youth,validation
1165,111_tripping_up_the_stairs,train
1166,11200_imhewin,test
1167,11202_the_droning_old-aged_woman,train
1168,11203_the_wave-sweeper,validation
1169,11204_tir_na_mban,train
1170,11205_the_stride,train
1171,11206_the_glenlivet,test
1172,11207_miss_hannah_of_elgin,train
1173,11208_piobaireachd,train
1174,11209_barlow_knife,validation
1175,1120_tame_her_when_da_snaw_comes,train
1176,11210_airaidh_nam_badan,train
1177,11213_yellow_car_no_return,train
1178,11214_mairi_maclennan,validation
1179,11215_james_d_law,validation
1180,11216_george_mchardy,validation
1181,11217_burning_of_auchindoun,validation
1182,11218_isaacs_welcome_to_the_world,train
1183,11219_rait_castle,validation
1184,11220_the_midnight_oil,train
1185,11221_the_slip_reel,train
1186,11222_the_drunraney_lass,test
1187,11224_lady_mackenzie_of_coul,validation
1188,11225_the_fiddle_cushion,train
1189,11226_leires_welcome_to_cozac,train
1190,11227_the_road_to_rossmore,test
1191,11228_seasick_dee,validation
1192,11229_hail_to_the_chief,validation
1193,1122_talisker_on_ba_bridge,train
1194,11230_the_vinegar,validation
1195,11231_best_of_friends,validation
1196,11232_sticks_pass,test
1197,11233_the_willows,train
1198,11234_the_cheshire,train
1199,11235_hommage_a_guy_thomas,train
1200,11236_mrs_cole,test
1201,11238_oot_an_in_da_hairbour,train
1202,11239_stompin_laura,train
1203,1123_the_rose_tree,test
1204,11241_the_emigrant,train
1205,11242_the_castlemahon_lasses,test
1206,11243_blue_ribbon,validation
1207,11244_stybarrow_crag,test
1208,11245_the_moondog,train
1209,11246_the_mayflower,train
1210,11247_the_young_favourite,train
1211,11248_black_velvet,train
1212,11249_the_elterwater,train
1213,1124_seaweed_on_the_yellow_cliff,train
1214,11250_the_shamrock,train
1215,11251_le_rossignol,train
1216,11252_port_tom_mor,train
1217,11253_an_droighnean_donn,train
1218,11254_the_wooden_shutters,validation
1219,11256_lieutenant_howard_douglas,train
1220,11257_aube_mauve,train
1221,11258_moheravogue,train
1222,11259_the_humours_of_bath,train
1223,1125_rolling_off_a_log,train
1224,11260_tivoli_capers,train
1225,11261_tune_for_michael,train
1226,11262_will_you_lend_me_your_loom_lass,train
1227,11263_cuckfield_place,validation
1228,11264_emily_balls_trip_to_litton,validation
1229,11266_the_shetland,train
1230,11267_borne_races,train
1231,11269_better_day_better_deed,validation
1232,1126_the_munster_cloak,test
1233,11270_the_brickyard,validation
1234,11271_the_hunters_second_purse,train
1235,11273_the_crossing,train
1236,11274_at_it_again,validation
1237,11275_le_canal_en_octobre,train
1238,11276_the_street_harpist_of_saint-petersburg,train
1239,11277_lasses_of_ancrum,validation
1240,11278_to_drive_the_cold_winter_away,train
1241,1127_christmas_in_kinsale,validation
1242,11282_michael_gallaghers_fancy,validation
1243,11284_tom_mhicks,train
1244,11285_greenwood_side,train
1245,11286_the_avonmore,train
1246,11287_ripple_of_the_teign,train
1247,11288_tim_sullivans,train
1248,11289_sangshyttevalsen,validation
1249,1128_the_bank_of_turf,test
1250,11290_loughcurra,train
1251,11291_denis_igoes,train
1252,11292_midnight_cruise_to_inverie,train
1253,11293_atherfield,validation
1254,11294_say_yes_four_times,train
1255,11295_the_cuckoos_nest,train
1256,11296_boys_from_scart,train
1257,11297_lass_gin_ye_loe_me_tell_me_now,train
1258,11299_the_glassel,test
1259,1129_the_rose_of_aranmore,train
1260,112_the_trip_to_pakistan,test
1261,11301_the_staff_in_the_baggot,train
1262,11302_march_of_the_mayomen,validation
1263,11304_fram_upon_him,validation
1264,11305_the_clouded_sky,validation
1265,11306_the_birds,train
1266,11309_the_highway_to_dublin,train
1267,1130_the_rakes_of_clonmel,test
1268,11310_galician_carol,train
1269,11311_the_railway,validation
1270,11312_ballybrown,train
1271,11313_mickey_sweeneys,train
1272,11314_julia_cliffords,train
1273,11315_langtons_of_kilkenny,train
1274,11316_the_auld_mans_mares_dead,train
1275,11317_billy_on_the_high_ground,train
1276,11318_dan_murphys,train
1277,11319_the_ferbane_legend,train
1278,1131_richard_dwyers,train
1279,11320_the_hen-pen-dirlo,train
1280,11321_kevin_moyna,test
1281,11322_the_trowie_dart,train
1282,11323_mudgee_schottische,test
1283,11324_haggis_geordies,train
1284,11326_baby_broon,train
1285,11327_the_hamsters_wheel,train
1286,11328_master_henrys,test
1287,11329_the_return_of_the_whistles,validation
1288,1132_the_munster_lass,train
1289,11330_logans_fling,validation
1290,11331_oblique,train
1291,11332_the_mudgee_schottische,test
1292,11333_bunch_of_chickens,train
1293,11334_reel_le_blanc,train
1294,11335_salamonie,validation
1295,11336_azel,train
1296,11337_the_lasses_of_fregenal,train
1297,11339_hommage_a_andre_alain,train
1298,1133_off_she_goes,train
1299,11340_the_ballymesh,train
1300,11341_da_mill,train
1301,11342_jenny_pluck_pears,train
1302,11343_thursday_night_in_the_caley,train
1303,11344_the_hopstores,test
1304,11346_whistle_and_ill_come_to_you,train
1305,11347_the_number_62,train
1306,11348_the_caribou,train
1307,11349_farewell_to_mccarthys,train
1308,1134_the_spoils_of_victory,train
1309,11350_trip_to_evesham,validation
1310,11351_old_man_dancing,train
1311,11353_the_comedian,train
1312,11354_lucy_cassidy,train
1313,11355_oarranmore,train
1314,11356_jack_is_hunting,train
1315,11357_john_fennells,train
1316,11358_dochno,train
1317,11359_fagen,validation
1318,11361_bonintown_well,train
1319,11362_gin_ye_kiss_my_wife_ill_tell_the_minister,train
1320,11364_flaxley_green_dance,validation
1321,11365_the_hate_of_lice,train
1322,11366_daorla,train
1323,11367_summer_without_sun,train
1324,11368_the_lost_indian,train
1325,11369_colms,train
1326,1136_the_trip_to_lerwick,train
1327,11370_lord_kitcheners_pipes,test
1328,11372_da_noosts_o_bacca,train
1329,11373_tagon_burn,train
1330,11374_sims_dim,train
1331,11375_the_old_man_of_ennistymon,train
1332,11376_ed_reavys,train
1333,11377_gerhard_heintzman_piano,train
1334,11378_the_german_sailor,train
1335,11379_conal_o_gradas,train
1336,1137_darby_the_driver,train
1337,11380_austins,train
1338,11381_sean_mcglynns,train
1339,11382_the_buck_in_the_woods,test
1340,11383_bonaparte_crossing_the_ala_wai,test
1341,11384_celia_connellan,train
1342,11385_anne_mcauliffes,test
1343,11386_something,train
1344,11387_raise_the_ceiling_drop_the_floor,train
1345,11388_eddie_moloneys,validation
1346,11389_budgies_ball,train
1347,1138_the_stool_of_repentance,train
1348,11390_christys_carrots,test
1349,11391_the_lightfoot,validation
1350,11393_cantelya,train
1351,11394_muing_a_tsionnaigh,validation
1352,11395_hopkinsons_favourite,test
